barcode,tradeName,unitsPerPack,tier,why,batches,detail,lastStripCost,packetPrice
7321837513413,"Symbicort 320/mcg",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@48391",48391,48391
Xarelto 15mg,"Xarelto 15mg",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@90645",90645,90645
Xarelto 20mg,"Xarelto 20mg",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@90645",90645,90645
8699089067848,"Newgarlic",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@9095",9095,9095
3594451400047,"Procoralan 7.5mg",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@7670",7670,30678
4009932924640,"Kal D3",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@5113",5113,15339
5060013948350,"Atenolol 100mg",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@1540",1540,3079
5060013948336,"Atenolol 25mg",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@1020",1020,2039
5060013948343,"Atenolol 50mg",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@1277",1277,2553
Rerny 3g,"Rerny 3g",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@6136",6136,12271
5060098730574,"Clairette 2000/35",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@5454",5454,16361
8901138500627,"Diakof Syr ",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@4060",4060,4060
5060013948374,"Fluoxetine 20mg",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@1902",1902,5705
Panadol Cold&Flu All In One,"Panadol Cold&Flu All In One",5,ب — مرجح,"أول دفعة 2026-03-23 = 5، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:5@2085",2085,10423
Roxytor 10mg,"Roxytor 10mg",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@3182",3182,6364
Roxytor 20mg,"Roxytor 20mg",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@4828",4828,9656
Zyloric TM 100mg,"Zyloric TM 100mg",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@2597",2597,5195
5060464501593,"Atorvastatin 20mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@3210",3210,12840
7640153087676,"Cardex TM Plus 5/12.5mg",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@1829",1829,5487
00900132,"Ceftazidime BP I.M 1g",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@5047",5047,5047
610644193718,"Dorofen cap",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@5318",5318,21270
204000610348," Evening  primrose oil 1000",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@12270",12270,12270
610644196412,"Gentaplex",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@14868",14868,14868
4009932927719,"shiny aktiv cap",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@20452",20452,40904
8699514090472,"Stage_10mg",8,ب — مرجح,"أول دفعة 2026-03-23 = 8، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:8@1600",1600,12798
5021265254231,"Wellman",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@8590",8590,17179
8906161741955,"Acirid",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@1798",1798,1798
8906161741153,"Azirid",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@1925",1925,1925
8906113371605,"B Complex ocean",22,ب — مرجح,"أول دفعة 2026-03-23 = 22، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:22@1926",1926,42372
Betafos,"Betafos",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@1926",1926,1926
6223005781246,"Ciproraz",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@1722",1722,6888
8906161744031,"Dexorid",9,ب — مرجح,"أول دفعة 2026-03-23 = 9، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:9@1338",1338,12038
6251651002170,"Fusicure-H",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@3036",3036,3036
9780201379938,"Levocetirizine",8,ب — مرجح,"أول دفعة 2026-03-23 = 8، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:8@1011",1011,8088
9780201379983,"loratadine 10mg",17,ب — مرجح,"أول دفعة 2026-03-23 = 17، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:17@818",818,13912
8906113370325,"Procen",7,ب — مرجح,"أول دفعة 2026-03-23 = 7، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:7@758",758,5307
8906161744062,"Ridlone oint",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@2000",2000,2000
8906113371292,"Sterocen-H inj 600000",7,ب — مرجح,"أول دفعة 2026-03-23 = 7، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:7@1926",1926,13482
8906161741931,"Terbirid cream",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@3263",3263,9789
Urocen amp,"Urocen amp",48,ب — مرجح,"أول دفعة 2026-03-23 = 48، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:48@241",241,11558
8682118106021,"Yenipam amp",5,ب — مرجح,"أول دفعة 2026-03-23 = 5، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:5@963",963,4815
6212267121242,"Asmalair tab",6,ب — مرجح,"أول دفعة 2026-03-23 = 6، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:6@2724",2724,16344
ciprosam 500mg tab,"ciprosam 500mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@1546",1546,6184
8699089068005,"New primose ",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@12840",12840,12840
9641996030810,"Safadol 500mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@429",429,858
100764090023,"Samadol relife pain",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@679",679,1358
3582910083139,"Bi-Tildiem sr 120mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@4707",4707,9414
3582910067412,"Coaprovel 300\25 mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@5604",5604,11207
daktacort cream,"daktacort cream",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@4543",4543,4543
8436024614480,"defal 30mg tab",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@19020",19020,19020
8436024614497,"defal 6mg tab",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@6647",6647,6647
Glucovance 1000\5 mg tab,"Glucovance 1000\5 mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@5048",5048,20190
Risperdal 1mg tab,"Risperdal 1mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@6647",6647,13293
Risperdal 4mg tab,"Risperdal 4mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@14253",14253,28505
3582910076346,"Tritace 2.5mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@6872",6872,13743
6251875000297,"Candasart 16mg tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@2855",2855,8566
6251875000280,"candasart 8mg tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@2456",2456,7369
6251875002550,"Chlomal amp",10,ب — مرجح,"أول دفعة 2026-03-23 = 10، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:10@276",276,2760
Curefast-o syr,"Curefast-o syr",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@2200",2200,4400
Ketofin hof syr,"Ketofin hof syr",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@2000",2000,8000
6251875000068,"Losart 100 mg tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@1895",1895,5685
6251875000181,"Losart 50mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@1838",1838,3675
6251875000198,"Losart-h 50\12.5 mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@2935",2935,5869
6251875001775,"Neuro-forte tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@1295",1295,5180
6251875001287,"Piodol advance tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@549",549,1097
6251875001362,"piodol muscle\body tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@695",695,2780
6251875001454,"Piodol night tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@1000",1000,3000
6251875002659,"Piophage 1000mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@769",769,1537
6251875000150,"piophage 850mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@657",657,1313
6251875002802,"Piovit-E 100mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@674",674,2697
6251875003953,"valesto 100mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@14186",14186,28372
6251875000754,"Valsart 160mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@3119",3119,12474
6251875001119,"Valsart plus 80/12.5mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@3310",3310,6619
8901111074152,"Celmac 200mg tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@1829",1829,5486
8901111085684,"diazac 5mg tab",6,ب — مرجح,"أول دفعة 2026-03-23 = 6، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:6@7490",7490,44940
8901111071687,"Lastavin AM plus 10/160/25mg tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@3579",3579,10737
8901111081907,"Lastavin HTZ 160/25mg tab",3,ب — مرجح,"أول دفعة 2026-03-23 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:3@2194",2194,6583
8901111005781,"Lisnop-20mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@1646",1646,6582
Aerius syr,"Aerius syr",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@8339",8339,8339
8699525288936,"fixef syr",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@4915",4915,4915
55648370,"Levofloxacin-COX 500mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@1820",1820,3640
8901111570111,"Lisnop-5mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@987",987,1974
8600097418287,"Monizol 20mg tab",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@2796",2796,2796
Neocipro 500mg tab,"Neocipro 500mg tab",5,ب — مرجح,"أول دفعة 2026-03-23 = 5، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:5@2454",2454,12271
Siofor 850mg tab,"Siofor 850mg tab",4,ب — مرجح,"أول دفعة 2026-03-23 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:4@1372",1372,5486
9641996011413,"Actebid syr",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@1650",1650,1650
100698010197,"Clidacin 1% 25g gel",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@4675",4675,9350
304340220702014,"Kindifed syr",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@1485",1485,1485
100888190029,"Samagra 50mg tab",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@829",829,829
6251875002529,"Piozex amp",10,ب — مرجح,"أول دفعة 2026-03-23 = 10، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:10@316",316,3158
6211127081818,"Sipro 750mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@3480",3480,6960
6251875001645,"Sitavia 100mg tab",6,ب — مرجح,"أول دفعة 2026-03-23 = 6، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:6@6338",6338,38025
6251875001669,"Sitavia 50mg tab",5,ب — مرجح,"أول دفعة 2026-03-23 = 5، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:5@4538",4538,22688
6211164011847,"Trizyme tab",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@726",726,726
6213060051132,"Cametron 8mg tab",2,ب — مرجح,"أول دفعة 2026-03-23 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:2@4938",4938,9875
6251875001591,"Horse Man 5mg tab",5,ب — مرجح,"أول دفعة 2026-03-23 = 5، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:5@4200",4200,21000
6251875003243,"Liponeer 20mg tab",6,ب — مرجح,"أول دفعة 2026-03-23 = 6، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:6@923",923,5540
8903703004011,"Metclopramide amp",69,ب — مرجح,"أول دفعة 2026-03-23 = 69، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:69@329",329,22715
6251875002451,"Metocol amp",10,ب — مرجح,"أول دفعة 2026-03-23 = 10، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:10@292",292,2920
6251875004264,"Pio-Vit B12 amp",9,ب — مرجح,"أول دفعة 2026-03-23 = 9، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:9@856",856,7704
6251875002406,"Piogent amp",1,ب — مرجح,"أول دفعة 2026-03-23 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-23:1@430",430,430
9641996031312,"Flutan tab",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@17160",17160,34320
9641996020811,"Folic acid 1mg tab",6,ب — مرجح,"أول دفعة 2026-03-24 = 6، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:6@317",317,1900
9641996040819,"Safadol 250mg sups supp",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@1158",1158,1158
9641996030315,"Safaplex cap",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@660",660,2640
100812090067,"Samadol cold&flu yellow",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@685",685,2740
8699525342812,"Dikloron gel 1%",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@3079",3079,3079
6291100085958,"Glypride 4mg tab",3,ب — مرجح,"أول دفعة 2026-03-24 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:3@3218",3218,9655
8901111572115,"Lisnp-10mg tab",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@1273",1273,2545
8719244901777,"Rovast 10mg tab",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@3713",3713,14850
8901111001783,"Tyflox 500mg tab",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@1097",1097,1097
8901086260031,"Zithrocin 500mg tab",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@1645",1645,6580
8901111083024,"Orlical 120mg cap",3,ب — مرجح,"أول دفعة 2026-03-24 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:3@7047",7047,21140
8901111074282,"Ralef 90 mg tab",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@4389",4389,8778
89023990027977,"Vermx 200mg tab",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@684",684,684
L-15,"L-15",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@1605",1605,3210
89023990034289,"Loraten 10mg tab",5,ب — مرجح,"أول دفعة 2026-03-24 = 5، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:5@487",487,2433
89023998910325,"Brucoxia 120mg tab",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@2231",2231,8922
89023998910189,"Brucoxia 60mg tab",3,ب — مرجح,"أول دفعة 2026-03-24 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:3@1823",1823,5468
89023998910257,"Brucoxia 90mg tab",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@2066",2066,4132
8901302097618,"Diovan sR tab",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@439",439,878
8901302189894,"Dolo-cold tab",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@798",798,3190
8901302111970,"Etorica-90 mg tab",3,ب — مرجح,"أول دفعة 2026-03-24 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:3@2853",2853,8558
Cardura 1mg,"Cardura 1mg",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@5522",5522,11044
3582910010562,"Co aprovel 300/12.5mg tab",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@5604",5604,5604
4046222100599,"Contractubex gel",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@16361",16361,16361
4019338608259,"Dona sachet",30,ب — مرجح,"أول دفعة 2026-03-24 = 30، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:30@648",648,19429
5060409580423,"Omeg syr",3,ب — مرجح,"أول دفعة 2026-03-24 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:3@15339",15339,46017
Pariet 20mg,"Pariet 20mg",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@7793",7793,15585
Risperdal syr,"Risperdal syr",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@21474",21474,21474
4019338607450,"Spasmolyt 20mg tab",3,ب — مرجح,"أول دفعة 2026-03-24 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:3@6136",6136,18407
8002660030276,"Klacid syr",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@12271",12271,12271
Mastifen syr,"Mastifen syr",4,ب — مرجح,"أول دفعة 2026-03-24 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:4@924",924,3696
TussAway syr,"TussAway syr",2,ب — مرجح,"أول دفعة 2026-03-24 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:2@1452",1452,2904
6291100080090,"Gyno-Mikazol 400mg sups",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@3650",3650,3650
8901086120052,"Lorid 10mg tab",10,ب — مرجح,"أول دفعة 2026-03-24 = 10، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:10@768",768,7680
6281227011435,"Maxim 400mg tab",1,ب — مرجح,"أول دفعة 2026-03-24 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-24:1@10973",10973,10973
6251107388018,"Liblab syr",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@2414",2414,2414
6251107425485,"Azord 125\5ml syr",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@9620",9620,9620
6251107425393,"Azord 125\5ml syr 40ml",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@5486",5486,5486
Siram syr,"Siram syr",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@1836",1836,1836
8053259620682,"Bonical syr",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@8339",8339,8339
Septricidad,"Septricidad",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@1190",1190,1190
Vomiron,"Vomiron",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@1650",1650,1650
4031571062995,"Carvedi-Denk 25mg",3,ب — مرجح,"أول دفعة 2026-03-25 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:3@2392",2392,7176
8698712451290,"Man Foam",2,ب — مرجح,"أول دفعة 2026-03-25 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:2@6250",6250,12500
8806717015519,"Terbinafine-Vitapure creem",4,ب — مرجح,"أول دفعة 2026-03-25 = 4، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:4@3643",3643,14572
8904398601035,"Clotrimark creem",3,ب — مرجح,"أول دفعة 2026-03-25 = 3، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:3@2145",2145,6435
6253810390784,"Mero plus creem",2,ب — مرجح,"أول دفعة 2026-03-25 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:2@5217",5217,10434
6251007106804,"Barrad gel",2,ب — مرجح,"أول دفعة 2026-03-25 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:2@4345",4345,8690
6210870023182,"Ben-Oxide 5 gel",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@2853",2853,2853
6251107125019,"Mycoheal oral gel",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@2633",2633,2633
6251161010238,"Uciderm-B",2,ب — مرجح,"أول دفعة 2026-03-25 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:2@3292",3292,6584
6221508121118,"Sediproct cream",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@2414",2414,2414
900757250133,"Quadrim cream",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@1545",1545,1545
6221163015319,"Dolphin 12.5mg sups",2,ب — مرجح,"أول دفعة 2026-03-25 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:2@988",988,1976
8698712451535,"Baking soda gyno",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@2250",2250,2250
6192402811729,"Ecorex opalia cream",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@3731",3731,3731
6192402812412,"Vagilen 500mg sups",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@1646",1646,1646
6192402812818,"Dermosalic oint",1,ب — مرجح,"أول دفعة 2026-03-25 = 1، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:1@3292",3292,3292
205801050202016,"Myocoyat vaginal cream",2,ب — مرجح,"أول دفعة 2026-03-25 = 2، بلا دفعة لاحقة للتأكيد",1,"2026-03-25:2@1452",1452,2904
